0ad	古代戰爭即時策略遊戲
terminalworm	經典貪食蛇遊戲的重製版
terminology	使用 Enlightenment Foundation 函式庫編寫的終端模擬器
terminusdb	文件圖資料庫
termius-beta	特米烏斯貝塔
termius-app	SSH、SFTP、MOSH、telnet 和串行在一個漂亮的應用程式中
termplay	在您的終端機上播放圖像/影片！
termshark	受 Wireshark 啟發的 tshark 終端 UI
termtosvg-simosx	將終端會話記錄為 SVG 動畫
termtrack	在您的終端上追蹤衛星
termui	特爾穆伊
terraform-abacao	安全且有效率地建置、變更和版本化基礎設施
terraform-docs	Terraform Docs 產生多種格式的 Terraform 模組文檔
terraform	Terraform 可讓您建立、變更和改善基礎架構。
terraform-johanburati	安全且有效率地建立、變更和版本化基礎架構
terraform-snap	Terraform 即時應用程式
terragrunt	安全且有效率地建置、變更和版本化基礎設施
terranet-dashboard	作為 Terranet 模擬工具的 Node-Red 前端的便利快照
teselagen	TeselaGen CLI 工具
tesler	特斯勒
tess	苔絲終端
tesseract-ignition	超立方體點火
test003-nc	Nextcloud 伺服器 – 所有資料的安全之家
test872334	測試872334
test-aaronplusone	單行電梯推廣為您帶來精彩快照
test-addition	新增 python snap 應用程式
test-adrianhungate	單行電梯推廣為您帶來精彩快照
test-ajit	單行電梯推廣為您帶來精彩快照
test-alex	單行電梯推廣為您帶來精彩快照
test-anneso	超快照
testapp-desktop	測試應用程式
test-app-hiro	Snapcraft 應用程式演示
test-assumes	測試 snapd 的快照
test-brent-quixote	Snapcraft 應用程式演示
test-callen3181	單行電梯推廣為您帶來精彩快照
test-casey-annis	單行電梯推廣為您帶來精彩快照
test-danielfischer	單行電梯推廣為您帶來精彩快照
test-deildabikar	單行電梯推廣為您帶來精彩快照
test-description-markdown	具有標記描述的測試快照
test-diegobruno	測試測試測試單線提升步驟讓您驚嘆不已
hello-railarem	只是用圖示進行測試
testepython	測試
tester1	單行電梯推廣為您帶來精彩快照
test-erik	單行電梯推廣為您帶來精彩快照
testflinger-cli	testflinger-cli
test-for-juan-2	Github 即時測試 2
lee	GNU 你好，你好世界快照
test-hello	簡單的 dotnet 你好世界
test-hello-wililupy	測試 Hello World 快照
test-hesam-pakdaman	單行電梯推廣為您帶來精彩快照
test-ianmacdougall	單行電梯推廣為您帶來精彩快照
test-incuvers-iot-jy	測試 incuvers-iot-jy
test-jamesh-webapp	一個簡單的測試 Web 應用程式
test-jason	單行電梯推廣為您帶來精彩快照
test-joseluis	這是我的上帝凱爾‧尼采的嘗試
test-kimjensen	單行電梯推廣為您帶來精彩快照
test-kuway	單行電梯推廣為您帶來精彩快照
test-lnxagent	Linux 代理安裝程式
testmace	用於使用 API 的強大 IDE
test-masa	特斯托斯納普
testmylib	SNAP HelloLib 測試
test-ngmartins	單行電梯推廣為您帶來精彩快照
testnode	單行電梯推廣為您帶來精彩快照
test-offlineimap-aguest	離線IMAP
test-offlineimap-amalota	離線IMAP
test-offlineimap-jaimeandrescatano	離線IMAP
test-oskar	單行電梯推廣為您帶來精彩快照
test-pandrei	單行電梯推廣為您帶來精彩快照
test-raf-snap-name	單行電梯推廣為您帶來精彩快照
test-rahul	單行電梯推廣為您帶來精彩快照
test-repo-hiro	hiro 的測試儲存庫
test-robhughes	店內出版的即時測試
test-sharif	單行電梯推廣為您帶來精彩快照
tests-hello	單行電梯推廣為您帶來精彩快照
test-skuby2	測試發布
testsnap1	單行電梯推廣為您帶來精彩快照
test-snap-ct	單行電梯推廣為您帶來精彩快照
test-snapd-base-bare	用於快照測試的空底座快照
test-snapd-control-consumer	具有即時控制功能的基本消費者快照
test-snapd-core18	基於Ubuntu 18.04的運行環境
test-snapd-cups-control-consumer	用於杯子控制的基本消費級 Snap
test-snapd-cups-provider	杯子供應商提供杯子配件
test-snapd-daemon-refresh	測試 snapd 守護程式刷新
test-snapd-dbus-service	基於Python的dbus服務範例
test-snapd-fuse-consumer	基本熔斷器消費配件
test-snapd-glxgears	GLX齒輪
teststeve5	快照宇宙中最重要的快照
test-uziot	單行電梯推廣為您帶來精彩快照
test-vue	測試vue
test-zacharykeeton	單行電梯推廣為您帶來精彩快照
tetris-ever	一個簡單的俄羅斯方塊遊戲是用 C 編寫並用 SDL2 渲染的。
tetris-ever-mixer	一個簡單的俄羅斯方塊遊戲是用 C 編寫並用 SDL2 渲染的。
tetris-in-racket	Racket 中開發的俄羅斯方塊克隆
tetris-thefenriswolf	俄羅斯方塊的終端介面
tex-match	透過繪圖尋找 LaTeX 符號
text-alert	一個命令列實用程序，可將 stdin 轉發到 Twilio 進行警報。
gedit	編輯文字文件
gnome-text-editor	編輯文字文件
textreverse	適用於 Linux 的文本反轉器應用程式可以非常輕鬆地在幾秒鐘內反轉和反轉文本
text2handwriting	文字轉手稿
text-tool	輕鬆與文字交互，清理新行、空格、字數、字元數
text-wps-gyl	Qt應用範例
tfcw	Terraform 雲包裝器
tflint	用於 terraform 定義的 Linter
tfselect	用於在不同 terraform 版本之間切換的命令列工具
tftp-hpa-jhobbs	簡單文件傳輸協定客戶端
the-battle-for-the-solar-system	基於任務的 2D 太空射擊遊戲
climate-trail	應對氣候災難
thecloudportal-signage-client	雲端入口網站訊號
the-copy-me	複製我
costumemaster-reloaded	改變你的服裝。解決難題。起床。
covidgame	COVID-19 遊戲
thedesk	桌子
theengs-gateway	利用 Theengs 解碼器的 BLE 到 MQTT 多平台網關
ffmpeg-cat	使用熟悉的“cat”語法連接多個視訊文件
ffmpeg-integration-gplv3	用於消費者快照的 FFmpeg 快照整合階段（符合 GPLv3）
the-game-of-life-linux	Java版的生命遊戲
thegloaming	適合睡眠的鬧鐘設備網路服務
the-goonies	更新經典遊戲
theia-mardy	Theia視覺庫
the-lost-vikings	更新街機經典
thelounge	The Lounge — 自託管 IRC 網路用戶端
theloungeirc	theLounge IRC 網路用戶端
metasploit-framework	Metasploit 框架的完整堆疊。
the-pandoran-war	潘朵拉戰爭是一款基於任務的 2D 太空射擊遊戲
thepassage	在這款橫向捲軸動作冒險射擊遊戲中一路殺出重圍
the-powder-toy	一款開源的2D實體模擬遊戲！
thequila-hello	GNU 你好，你好世界快照
the-real-deal	不錯的卡牌遊戲合集
the-seventh-door	Sétima Porta 是由 Famas 社區完成的團體專案。
the-silver-searcher-ag	類似ack的程式碼搜尋工具，注重速度。
the-siren	戰爭已經蔓延到你的國家。敵軍正在入侵你的土地。重新裝填你的高射砲並殺死所有傘兵！
the-spirit-engine	精神引擎角色扮演遊戲
the-three-stooges	一款戲院遊戲
the-traveling-fox	一款極具吸引力的 3D 平台遊戲
tree	產生深度縮排檔案清單的目錄清單指令
the-ur-quan-masters	《Star Control II》的移植版 - 現代作業系統的烏爾拳大師
libxslt	為 GNOME 專案開發的 XSLT C 函式庫
thincast-client	適用於 Linux、macOS 和 Windows 的免費遠端桌面用戶端。
thirdorder	幫助建立用於計算非諧波 IFC 的輸入檔的 Python 腳本
thomir-says	托米說什麼？
thonny	適合初學者的 Python IDE
thorium-reader-snap	基於Readium Toolkit的EPUB閱讀器
threat-dragon	OWASP Threat Dragon，桌面版
thudng2	Battletech MUX 的 GUI 用戶端
thump	Battletech MUX 的地圖編輯器
thunderbird	Mozilla Thunderbird 電子郵件應用程式
ticker	終端股票觀察者和股票位置追蹤器
ticktick	滴答聲
tic-tac-toe	基本的 Tic-Tac-Toe 遊戲，基於 SDL2
tic-tac-toe-x	與朋友一起玩井字遊戲或與電腦對戰。
tiddlygit	整潔的Git
tidec	具有類似 GUI 的使用者介面的終端 C/C++ IDE
tide-ide	WebAssembly 開發的現代方法
tidy	HTML 解析器和漂亮的印表機。 HTML 工具之父
tifig	將 HEIF 影像轉換為可用格式！
tigris	底格里斯命令列工具
tika-app	用於元資料發現和提取的 Tika 伺服器
tika-server	用於元資料發現和提取的 Tika 伺服器
tiki-freecell	精美版空當接龍
tiled	免費、易於使用且靈活的磁磚地圖編輯器。
timeboxing	時間盒是一種時間管理技術，涉及分配特定的時間段（稱為時間盒）來完成任務。
timecard	用 Kotlin Native 編寫的簡單命令列時間追蹤程序
timedatecalculator	計算時間和時間間隔
timeline	時間軸
timelog	CLI 時間追蹤
timelogger	時間記錄器
timetable	日曆
timetabler	時間軸
timewarrior	從命令列監視時間。
timew-spirotot	時間戰士
timg-alan	終端影像檢視器
timg	影像和視訊查看終端
timg-test	終端影像檢視器
timidity-fat	TiMidity++ 是一個開源 MIDI 到 WAVE 轉換器和播放器。
timidity-snap	TiMidity++ 是一個開源 MIDI 到 WAVE 轉換器和播放器。
timing71	Timing71 賽車計時聚合網路的桌面用戶端。
tinc-vpn	tinc 開源 VPN 守護程式
tino-rpi-test	單行電梯推廣為您帶來精彩快照
tintin	TinTin++ 是一個可程式化的 MUD 用戶端。
tiny-beast-dictionary	抓取網路、使用人工智慧服務並擁有大量免費字典供離線使用的翻譯器
tinyproxy-ogra	非常小的代理伺服器
tinyproxy-snap	適用於 POSIX 作業系統的輕量級 HTTP(S) 代理守護程序。
tio	一個簡單的串口設備I/O工具
tipitaka-pali-projector	三藏巴利文投影儀
tips	尖端
tiptop-deluxe	另一個很棒的 PopCap 配對遊戲
titania	編輯、檢視和導航 X3D 和 VRML 世界
tizonia	Linux終端雲端音樂
tkmreader	連接並收集 Linux 裝置的任務監視器數據
tkmviewer	查看來自嵌入式 Linux 裝置的任務監視器數據
tk-safe	TK-保險
tlaplus	TLA Toolbox 是 TLA+ 工具的 IDE。
tldr	python tldr 用戶端
tmate-esnow	即時端點分享
tmcbeans	供學生使用「測試我的程式碼」的 IDE
tmc-cli-rust	TestMyCode CLI
tm-desktop	tm-桌面| TikTok音樂桌面用戶端
tmpwatcher	檢測何時在指定目錄中建立全域可寫文件
tmux-non-dead	從單一終端存取和控制終端（或視窗）。
tmux	多路復用器
tmx	具有類似 GUI 的使用者介面的終端多工器
todo-antrax	全炭疽病
sameasmuli-todo	命令列任務管理實用程式
todoist	「目前最好的待辦事項清單應用程式」 - The Verge
todolistapp	TODO 清單應用
todolist	家務事
todorant	欺騙原始大腦完成任務的智慧型應用程式
toggler	切換
toilet-deej	浴室終端橫幅工具
tokenpayd	無頭 TokenPay 錢包
tokenpay	TokenPay 錢包 GUI
tokodon	乳齒象客戶
tomba	CLI 實用程式可在幾分鐘內搜尋或驗證電子郵件地址列表
tomcat-sample	使用 Tomcat 一部分的範例 Web 應用程式
tomcat-with-ssl	由 Certbot 啟用和管理的具有 SSL 的 Apache Tomcat。
tootle	廢話
toot	toot - Mastodon CLI 用戶端
topstock	庫存管理
tor-daemon	Tor 二進位檔案作為守護程式運行
tor-mkg20001	防禦網路監視和流量分析
torgo	用 Java 寫的 Logo 解譯器。
tor-middle-relay	供其他人使用 Tor 網路的基礎設施節點
torrhunt	Torrent 瀏覽器與搜尋引擎
tor-snowflake	雪花檢察官
tortoisehg	海龜
total-concentration	精美的益智遊戲
totaljs-flow	總流量
total-minesweeper	您一直在等待的掃雷更新。
toto	為快樂的人提供的酷工具
toto-fran	快照宇宙中最重要的快照
totor	就像幻覺，但更糟
touchify-player	下一代數位看板平台
touch-typer	觸摸數位化儀
tournament-chess-2	不錯的國際象棋遊戲
tournament-manager	管理您的錦標賽。
tower-master	Tower Master 是一款多人平台遊戲，附有易於使用的拖放關卡編輯器
tpad	具有類似 GUI 的使用者介面的終端文字編輯器
tpm2-toolbox	TPM 2.0 實用程序
tpm2-tools-alexmurray	TPM 2.0 實用程序
tqdm	快速且可擴展的 CLI 進度條
tracepath-jhobbs	追蹤路徑
tracex-parser	以人類和機器可讀的格式解析 ThreadX 追蹤緩衝區
tmnationsforever	最受歡迎的 PC 線上賽車遊戲。
tmunitedforever	賽道狂潮永遠團結
trackself	了解新的 TrackSelf v0.2.1 – 透過 CloudSync 進行增強，可實現裝置之間的無縫資料同步。
trader-linux	商人的遊戲
tradesim	貿易模擬
tradingview	Linux 桌面版 TradingView
traefik	雲端原生應用程式代理
train-director	Train Director 是流行的 Train Dispatcher 模擬軟體的克隆
trampoae-desktop	Trampoe-桌面
trandoshan	分散式暗網追蹤器。
transitionsdj	DJ混音器
translines	令人愉快的即時地鐵建設遊戲。
transmission-daemon-simosx	Transmission 是一款快速、簡單且免費的 BitTorrent 用戶端。
transmission	透過 BitTorrent 下載和共享文件
transporter	無憂檔案共享
transtracdevice	傳輸裝置
travis	特拉維斯 CI 客戶端
trax	一款結合了管道狂熱和滑動拼圖機制的遊戲。
treasureshr	寶藏掉落遊戲
treasures-of-aligar	有趣的程序街機遊戲
t-rec	終端錄音機-t-rec
treemindmap	樹心智圖
treetag	TreeTag 是一個個人資料管理器。
trello-cli	Trello 命令列介面
trello-desktop	Trello 桌面
tremulous	外星人大戰人類，帶有 RTS 元素的 FPS 遊戲
trenchbroom	基於 Quake 引擎的現代跨平台遊戲關卡編輯器。
trestus	使用 Trello board 作為資料來源的靜態頁面產生器
triangle-wallpaper	創建漂亮的三角形壁紙並設定它們按計劃更改。
tricepmail	2021 年發送電子郵件的最佳方式。所有網域的無限電子郵件地址。
trifa-desktop	桌面 Java Tox 用戶端
trigger-rally-game	3D 拉力賽模擬，具有出色的漂移物理引擎，超過 100 張地圖
trigger-rally-ogra	具有出色物理引擎的 3D 拉力賽模擬
trilium	Trilium Notes 是一款分層筆記應用程式
trilogy-studio	三部曲工作室
triomino-counter	終極三骨牌計數器
triplea-linux	TripleA 是一款免費的線上回合製策略和棋盤遊戲
trippy	網路診斷工具
br-t9s	Trirematics 下的 DevOps 和 BubbleRAN 產品控制工具箱
trivia	好奇心
trivia-desktop	桌面上的好奇心
trivia-quiz	回答無窮無盡的問題
trivia-text-quiz	基於文本的問答測驗。打開瑣事資料庫問題
trivy	Aquasecurity Trivy 漏洞掃描器
troy2000	平台遊戲特洛伊2000
trte	任務 Linux 運行時環境
true-cli	真正的 CLI 用戶端
trumpetbox	TrumpetBox 訪客 WIFI 與簡訊行銷資訊亭桌面管理軟體
trusafe	TruSafe - 加密檔案共用。
trusafe-testsnap	Trusafe 資料儲存安裝包
truthtables	真值表快照
ttg	顯示類似 ping(1) 輸出的 SNMP 頻寬使用情況
tti-lw-stack	LoRaWAN 的 Things Stack Enterprise
ttimer	有或沒有 java 的系統的計時器
ttn-lw-migrate	從其他 LoRaWAN 網路伺服器遷移到 The Things Stack
ttn-lw-stack	LoRaWAN 的堆疊
ttyd	透過網路分享您的終端
mote	座右銘
ttyplot	用於終端/控制台的即時繪圖實用程序，具有來自標準輸入的資料輸入
tuba	瀏覽聯邦宇宙
tunai-queue	排隊系統
tunnel	此快照透過私人 VPN 連接計算機
tunneler	一款即時挖掘與射擊多人坦克對戰遊戲
tunuk-data-producer	用於監控公共交通單位的物聯網資料產生器
turbosmtp-executive-monitor	渦輪執行與專業的電子郵件傳送與即時通知
turbo-risk	風險版本
turbowarp-desktop	帶有編譯器的 Scratch mod 可更快地運行專案、深色模式、多個附加元件等等。
turtlebot3c	Turtlebot3 主功能一覽！
turtlebot-demo-kyrofa	Turtlebot ROS 演示
